iteration	evaluations	runtime[s]	Cuenta_de_+[MAX]	Valor_objetivo-MIN[MIN]
354	8850	0.49	3	18
354	8850	0.49	2	0
355	8875	0.491	5	98
355	8875	0.491	3	18
355	8875	0.491	2	0
356	8900	0.493	5	98
356	8900	0.493	3	18
356	8900	0.493	2	0
357	8925	0.494	5	98
357	8925	0.494	3	18
357	8925	0.494	2	0
358	8950	0.496	5	98
358	8950	0.496	3	18
358	8950	0.496	2	0
359	8975	0.498	5	98
359	8975	0.498	3	18
359	8975	0.498	2	0
360	9000	0.499	5	98
360	9000	0.499	3	18
360	9000	0.499	2	0
361	9025	0.501	5	98
361	9025	0.501	3	18
361	9025	0.501	2	0
362	9050	0.504	5	98
362	9050	0.504	3	18
362	9050	0.504	2	0
363	9075	0.506	5	98
363	9075	0.506	3	18
363	9075	0.506	2	0
364	9100	0.508	5	98
364	9100	0.508	3	18
364	9100	0.508	2	0
365	9125	0.509	5	98
365	9125	0.509	3	18
365	9125	0.509	2	0
366	9150	0.511	5	98
366	9150	0.511	3	18
366	9150	0.511	2	0
367	9175	0.512	5	98
367	9175	0.512	3	18
367	9175	0.512	2	0
368	9200	0.513	5	98
368	9200	0.513	3	18
368	9200	0.513	2	0
369	9225	0.514	5	98
369	9225	0.514	3	18
369	9225	0.514	2	0
370	9250	0.515	5	98
370	9250	0.515	3	18
370	9250	0.515	2	0
371	9275	0.516	5	98
371	9275	0.516	3	18
371	9275	0.516	2	0
372	9300	0.517	5	98
372	9300	0.517	3	18
372	9300	0.517	2	0
373	9325	0.517	5	98
373	9325	0.517	3	18
373	9325	0.517	2	0
374	9350	0.518	5	98
374	9350	0.518	3	18
374	9350	0.518	2	0
375	9375	0.519	5	98
375	9375	0.519	3	18
375	9375	0.519	2	0
376	9400	0.52	5	98
376	9400	0.52	3	18
376	9400	0.52	2	0
377	9425	0.521	5	98
377	9425	0.521	3	18
377	9425	0.521	2	0
378	9450	0.522	5	98
378	9450	0.522	3	18
378	9450	0.522	2	0
379	9475	0.523	5	98
379	9475	0.523	3	18
379	9475	0.523	2	0
380	9500	0.524	5	98
380	9500	0.524	3	18
380	9500	0.524	2	0
381	9525	0.525	5	98
381	9525	0.525	3	18
381	9525	0.525	2	0
382	9550	0.526	5	98
382	9550	0.526	3	18
382	9550	0.526	2	0
383	9575	0.526	5	98
383	9575	0.526	3	18
383	9575	0.526	2	0
384	9600	0.527	5	98
384	9600	0.527	3	18
384	9600	0.527	2	0
385	9625	0.528	5	98
385	9625	0.528	3	18
385	9625	0.528	2	0
386	9650	0.529	5	98
386	9650	0.529	3	18
386	9650	0.529	2	0
387	9675	0.53	5	98
387	9675	0.53	3	18
387	9675	0.53	2	0
388	9700	0.53	5	98
388	9700	0.53	3	18
388	9700	0.53	2	0
389	9725	0.531	5	98
389	9725	0.531	3	18
389	9725	0.531	2	0
390	9750	0.532	5	98
390	9750	0.532	3	18
390	9750	0.532	2	0
391	9775	0.533	5	98
391	9775	0.533	3	18
391	9775	0.533	2	0
392	9800	0.534	5	98
392	9800	0.534	3	18
392	9800	0.534	2	0
393	9825	0.535	5	98
393	9825	0.535	3	18
393	9825	0.535	2	0
394	9850	0.535	5	98
394	9850	0.535	3	18
394	9850	0.535	2	0
395	9875	0.536	5	98
395	9875	0.536	3	18
395	9875	0.536	2	0
396	9900	0.537	5	98
396	9900	0.537	3	18
396	9900	0.537	2	0
397	9925	0.538	5	98
397	9925	0.538	3	18
397	9925	0.538	2	0
398	9950	0.539	5	98
398	9950	0.539	3	18
398	9950	0.539	2	0
399	9975	0.54	5	98
399	9975	0.54	3	18
399	9975	0.54	2	0
400	10000	0.54	5	98
400	10000	0.54	3	18
400	10000	0.54	2	0
401	10025	0.541	5	98
401	10025	0.541	3	18
401	10025	0.541	2	0
402	10050	0.542	5	98
402	10050	0.542	3	18
402	10050	0.542	2	0
403	10075	0.543	5	98
403	10075	0.543	3	18
403	10075	0.543	2	0
404	10100	0.544	5	98
404	10100	0.544	3	18
404	10100	0.544	2	0
405	10125	0.545	5	98
405	10125	0.545	3	18
405	10125	0.545	2	0
406	10150	0.547	5	98
406	10150	0.547	3	18
406	10150	0.547	2	0
407	10175	0.55	5	98
407	10175	0.55	3	18
407	10175	0.55	2	0
408	10200	0.552	5	98
408	10200	0.552	3	18
408	10200	0.552	2	0
409	10225	0.556	5	98
409	10225	0.556	3	18
409	10225	0.556	2	0
410	10250	0.558	5	98
410	10250	0.558	3	18
410	10250	0.558	2	0
411	10275	0.56	5	98
411	10275	0.56	3	18
411	10275	0.56	2	0
412	10300	0.561	5	98
412	10300	0.561	3	18
412	10300	0.561	2	0
413	10325	0.562	5	98
413	10325	0.562	3	18
413	10325	0.562	2	0
414	10350	0.564	5	98
414	10350	0.564	3	18
414	10350	0.564	2	0
415	10375	0.565	5	98
415	10375	0.565	3	18
415	10375	0.565	2	0
416	10400	0.566	5	98
416	10400	0.566	3	18
416	10400	0.566	2	0
417	10425	0.568	5	98
417	10425	0.568	3	18
417	10425	0.568	2	0
418	10450	0.569	5	98
418	10450	0.569	3	18
418	10450	0.569	2	0
419	10475	0.57	5	98
419	10475	0.57	3	18
419	10475	0.57	2	0
420	10500	0.571	5	98
420	10500	0.571	3	18
420	10500	0.571	2	0
421	10525	0.571	5	98
421	10525	0.571	3	18
421	10525	0.571	2	0
422	10550	0.574	5	98
422	10550	0.574	3	18
422	10550	0.574	2	0
423	10575	0.575	5	98
423	10575	0.575	3	18
423	10575	0.575	2	0
424	10600	0.576	5	98
424	10600	0.576	3	18
424	10600	0.576	2	0
425	10625	0.577	5	98
425	10625	0.577	3	18
425	10625	0.577	2	0
426	10650	0.579	5	98
426	10650	0.579	3	18
426	10650	0.579	2	0
427	10675	0.58	5	98
427	10675	0.58	3	18
427	10675	0.58	2	0
428	10700	0.581	5	98
428	10700	0.581	3	18
428	10700	0.581	2	0
429	10725	0.582	5	98
429	10725	0.582	3	18
429	10725	0.582	2	0
430	10750	0.583	5	98
430	10750	0.583	3	18
430	10750	0.583	2	0
431	10775	0.584	5	98
431	10775	0.584	3	18
431	10775	0.584	2	0
432	10800	0.585	5	98
432	10800	0.585	3	18
432	10800	0.585	2	0
433	10825	0.586	5	98
433	10825	0.586	3	18
433	10825	0.586	2	0
434	10850	0.591	5	98
434	10850	0.591	3	18
434	10850	0.591	2	0
435	10875	0.592	5	98
435	10875	0.592	3	18
435	10875	0.592	2	0
436	10900	0.593	5	98
436	10900	0.593	3	18
436	10900	0.593	2	0
437	10925	0.595	5	98
437	10925	0.595	3	18
437	10925	0.595	2	0
438	10950	0.597	5	98
438	10950	0.597	3	18
438	10950	0.597	2	0
439	10975	0.6	5	98
439	10975	0.6	3	18
439	10975	0.6	2	0
440	11000	0.601	5	98
440	11000	0.601	3	18
440	11000	0.601	2	0
441	11025	0.603	5	98
441	11025	0.603	3	18
441	11025	0.603	2	0
442	11050	0.604	5	98
442	11050	0.604	3	18
442	11050	0.604	2	0
443	11075	0.606	5	98
443	11075	0.606	3	18
443	11075	0.606	2	0
444	11100	0.607	5	98
444	11100	0.607	3	18
444	11100	0.607	2	0
445	11125	0.608	5	98
445	11125	0.608	3	18
445	11125	0.608	2	0
446	11150	0.61	5	98
446	11150	0.61	3	18
446	11150	0.61	2	0
447	11175	0.611	5	98
447	11175	0.611	3	18
447	11175	0.611	2	0
448	11200	0.611	5	98
448	11200	0.611	3	18
448	11200	0.611	2	0
449	11225	0.612	5	98
449	11225	0.612	3	18
449	11225	0.612	2	0
450	11250	0.613	5	98
450	11250	0.613	3	18
450	11250	0.613	2	0
451	11275	0.614	5	98
451	11275	0.614	3	18
451	11275	0.614	2	0
452	11300	0.615	5	98
452	11300	0.615	3	18
452	11300	0.615	2	0
453	11325	0.615	5	98
453	11325	0.615	3	18
453	11325	0.615	2	0
454	11350	0.616	5	98
454	11350	0.616	3	18
454	11350	0.616	2	0
455	11375	0.617	5	98
455	11375	0.617	3	18
455	11375	0.617	2	0
456	11400	0.618	5	98
456	11400	0.618	3	18
456	11400	0.618	2	0
457	11425	0.618	5	98
457	11425	0.618	3	18
457	11425	0.618	2	0
458	11450	0.619	5	98
458	11450	0.619	3	18
458	11450	0.619	2	0
459	11475	0.62	5	98
459	11475	0.62	3	18
459	11475	0.62	2	0
460	11500	0.621	5	98
460	11500	0.621	3	18
460	11500	0.621	2	0
461	11525	0.622	5	98
461	11525	0.622	3	18
461	11525	0.622	2	0
462	11550	0.622	5	98
462	11550	0.622	3	18
462	11550	0.622	2	0
463	11575	0.623	5	98
463	11575	0.623	3	18
463	11575	0.623	2	0
464	11600	0.624	5	98
464	11600	0.624	3	18
464	11600	0.624	2	0
465	11625	0.625	5	98
465	11625	0.625	3	18
465	11625	0.625	2	0
466	11650	0.626	5	98
466	11650	0.626	3	18
466	11650	0.626	2	0
467	11675	0.627	5	98
467	11675	0.627	3	18
467	11675	0.627	2	0
468	11700	0.627	5	98
468	11700	0.627	3	18
468	11700	0.627	2	0
469	11725	0.628	5	98
469	11725	0.628	3	18
469	11725	0.628	2	0
470	11750	0.631	5	98
470	11750	0.631	3	18
470	11750	0.631	2	0
471	11775	0.633	5	98
471	11775	0.633	3	18
471	11775	0.633	2	0
472	11800	0.635	5	98
472	11800	0.635	3	18
472	11800	0.635	2	0
473	11825	0.636	5	98
473	11825	0.636	3	18
473	11825	0.636	2	0
474	11850	0.639	5	98
474	11850	0.639	3	18
474	11850	0.639	2	0
475	11875	0.641	5	98
475	11875	0.641	3	18
475	11875	0.641	2	0
476	11900	0.643	5	98
476	11900	0.643	3	18
476	11900	0.643	2	0
477	11925	0.644	5	98
477	11925	0.644	3	18
477	11925	0.644	2	0
478	11950	0.646	5	98
478	11950	0.646	3	18
478	11950	0.646	2	0
479	11975	0.648	5	98
479	11975	0.648	3	18
479	11975	0.648	2	0
480	12000	0.649	5	98
480	12000	0.649	3	18
480	12000	0.649	2	0
481	12025	0.651	5	98
481	12025	0.651	3	18
481	12025	0.651	2	0
482	12050	0.652	5	98
482	12050	0.652	3	18
482	12050	0.652	2	0
483	12075	0.653	5	98
483	12075	0.653	3	18
483	12075	0.653	2	0
484	12100	0.654	5	98
484	12100	0.654	3	18
484	12100	0.654	2	0
485	12125	0.655	5	98
485	12125	0.655	3	18
485	12125	0.655	2	0
486	12150	0.656	5	98
486	12150	0.656	3	18
486	12150	0.656	2	0
487	12175	0.657	5	98
487	12175	0.657	3	18
487	12175	0.657	2	0
488	12200	0.658	5	98
488	12200	0.658	3	18
488	12200	0.658	2	0
489	12225	0.658	5	98
489	12225	0.658	3	18
489	12225	0.658	2	0
490	12250	0.659	5	98
490	12250	0.659	3	18
490	12250	0.659	2	0
491	12275	0.66	5	98
491	12275	0.66	3	18
491	12275	0.66	2	0
492	12300	0.661	5	98
492	12300	0.661	3	18
492	12300	0.661	2	0
493	12325	0.662	5	98
493	12325	0.662	3	18
493	12325	0.662	2	0
494	12350	0.663	5	98
494	12350	0.663	3	18
494	12350	0.663	2	0
495	12375	0.664	5	98
495	12375	0.664	3	18
495	12375	0.664	2	0
496	12400	0.665	5	98
496	12400	0.665	3	18
496	12400	0.665	2	0
497	12425	0.666	5	98
497	12425	0.666	3	18
497	12425	0.666	2	0
498	12450	0.667	5	98
498	12450	0.667	3	18
498	12450	0.667	2	0
499	12475	0.668	5	98
499	12475	0.668	3	18
499	12475	0.668	2	0
500	12500	0.669	5	98
500	12500	0.669	3	18
500	12500	0.669	2	0
501	12525	0.67	5	98
501	12525	0.67	3	18
501	12525	0.67	2	0
502	12550	0.671	5	98
502	12550	0.671	3	18
502	12550	0.671	2	0
503	12575	0.673	5	98
503	12575	0.673	3	18
503	12575	0.673	2	0
504	12600	0.674	5	98
504	12600	0.674	3	18
504	12600	0.674	2	0
505	12625	0.677	5	98
505	12625	0.677	3	18
505	12625	0.677	2	0
506	12650	0.678	5	98
506	12650	0.678	3	18
506	12650	0.678	2	0
507	12675	0.679	5	98
507	12675	0.679	3	18
507	12675	0.679	2	0
508	12700	0.682	5	98
508	12700	0.682	3	18
508	12700	0.682	2	0
509	12725	0.686	5	98
509	12725	0.686	3	18
509	12725	0.686	2	0
510	12750	0.71	5	98
510	12750	0.71	3	18
510	12750	0.71	2	0
511	12775	0.712	5	98
511	12775	0.712	3	18
511	12775	0.712	2	0
512	12800	0.713	5	98
512	12800	0.713	3	18
512	12800	0.713	2	0
513	12825	0.716	5	98
513	12825	0.716	3	18
513	12825	0.716	2	0
514	12850	0.718	5	98
514	12850	0.718	3	18
514	12850	0.718	2	0
515	12875	0.72	5	98
515	12875	0.72	3	18
515	12875	0.72	2	0
516	12900	0.722	5	98
516	12900	0.722	3	18
516	12900	0.722	2	0
517	12925	0.724	5	98
517	12925	0.724	3	18
517	12925	0.724	2	0
518	12950	0.725	5	98
518	12950	0.725	3	18
518	12950	0.725	2	0
519	12975	0.727	5	98
519	12975	0.727	3	18
519	12975	0.727	2	0
520	13000	0.728	5	98
520	13000	0.728	3	18
520	13000	0.728	2	0
521	13025	0.73	5	98
521	13025	0.73	3	18
521	13025	0.73	2	0
522	13050	0.731	5	98
522	13050	0.731	3	18
522	13050	0.731	2	0
523	13075	0.732	5	98
523	13075	0.732	3	18
523	13075	0.732	2	0
524	13100	0.733	5	98
524	13100	0.733	3	18
524	13100	0.733	2	0
525	13125	0.734	5	98
525	13125	0.734	3	18
525	13125	0.734	2	0
526	13150	0.735	5	98
526	13150	0.735	3	18
526	13150	0.735	2	0
527	13175	0.736	5	98
527	13175	0.736	3	18
527	13175	0.736	2	0
528	13200	0.736	5	98
528	13200	0.736	3	18
528	13200	0.736	2	0
529	13225	0.737	5	98
529	13225	0.737	3	18
529	13225	0.737	2	0
530	13250	0.738	5	98
530	13250	0.738	3	18
530	13250	0.738	2	0
531	13275	0.739	5	98
531	13275	0.739	3	18
531	13275	0.739	2	0
532	13300	0.74	5	98
532	13300	0.74	3	18
532	13300	0.74	2	0
533	13325	0.74	5	98
533	13325	0.74	3	18
533	13325	0.74	2	0
534	13350	0.742	5	98
534	13350	0.742	3	18
534	13350	0.742	2	0
535	13375	0.744	5	98
535	13375	0.744	3	18
535	13375	0.744	2	0
536	13400	0.746	5	98
536	13400	0.746	3	18
536	13400	0.746	2	0
537	13425	0.748	5	98
537	13425	0.748	3	18
537	13425	0.748	2	0
538	13450	0.751	5	98
538	13450	0.751	3	18
538	13450	0.751	2	0
539	13475	0.753	5	98
539	13475	0.753	3	18
539	13475	0.753	2	0
540	13500	0.755	5	98
540	13500	0.755	3	18
540	13500	0.755	2	0
541	13525	0.756	5	98
541	13525	0.756	3	18
541	13525	0.756	2	0
542	13550	0.758	5	98
542	13550	0.758	3	18
542	13550	0.758	2	0
543	13575	0.759	5	98
543	13575	0.759	3	18
543	13575	0.759	2	0
544	13600	0.76	5	98
544	13600	0.76	3	18
544	13600	0.76	2	0
545	13625	0.762	5	98
545	13625	0.762	3	18
545	13625	0.762	2	0
546	13650	0.763	5	98
546	13650	0.763	3	18
546	13650	0.763	2	0
547	13675	0.764	5	98
547	13675	0.764	3	18
547	13675	0.764	2	0
548	13700	0.765	5	98
548	13700	0.765	3	18
548	13700	0.765	2	0
549	13725	0.767	5	98
549	13725	0.767	3	18
549	13725	0.767	2	0
550	13750	0.768	5	98
550	13750	0.768	3	18
550	13750	0.768	2	0
551	13775	0.769	5	98
551	13775	0.769	3	18
551	13775	0.769	2	0
552	13800	0.77	5	98
552	13800	0.77	3	18
552	13800	0.77	2	0
553	13825	0.772	5	98
553	13825	0.772	3	18
553	13825	0.772	2	0
554	13850	0.773	5	98
554	13850	0.773	3	18
554	13850	0.773	2	0
555	13875	0.774	5	98
555	13875	0.774	3	18
555	13875	0.774	2	0
556	13900	0.776	5	98
556	13900	0.776	3	18
556	13900	0.776	2	0
557	13925	0.777	5	98
557	13925	0.777	3	18
557	13925	0.777	2	0
558	13950	0.778	5	98
558	13950	0.778	3	18
558	13950	0.778	2	0
559	13975	0.779	5	98
559	13975	0.779	3	18
559	13975	0.779	2	0
560	14000	0.78	5	98
560	14000	0.78	3	18
560	14000	0.78	2	0
561	14025	0.781	5	98
561	14025	0.781	3	18
561	14025	0.781	2	0
562	14050	0.781	5	98
562	14050	0.781	3	18
562	14050	0.781	2	0
563	14075	0.782	5	98
563	14075	0.782	3	18
563	14075	0.782	2	0
564	14100	0.783	5	98
564	14100	0.783	3	18
564	14100	0.783	2	0
565	14125	0.784	5	98
565	14125	0.784	3	18
565	14125	0.784	2	0
566	14150	0.785	5	98
566	14150	0.785	3	18
566	14150	0.785	2	0
567	14175	0.785	5	98
567	14175	0.785	3	18
567	14175	0.785	2	0
568	14200	0.786	5	98
568	14200	0.786	3	18
568	14200	0.786	2	0
569	14225	0.787	5	98
569	14225	0.787	3	18
569	14225	0.787	2	0
570	14250	0.788	5	98
570	14250	0.788	3	18
570	14250	0.788	2	0
571	14275	0.789	5	98
571	14275	0.789	3	18
571	14275	0.789	2	0
572	14300	0.79	5	98
572	14300	0.79	3	18
572	14300	0.79	2	0
573	14325	0.791	5	98
573	14325	0.791	3	18
573	14325	0.791	2	0
574	14350	0.792	5	98
574	14350	0.792	3	18
574	14350	0.792	2	0
575	14375	0.793	5	98
575	14375	0.793	3	18
575	14375	0.793	2	0
576	14400	0.796	5	98
576	14400	0.796	3	18
576	14400	0.796	2	0
577	14425	0.8	5	98
577	14425	0.8	3	18
577	14425	0.8	2	0
578	14450	0.801	5	98
578	14450	0.801	3	18
578	14450	0.801	2	0
579	14475	0.801	5	98
579	14475	0.801	3	18
579	14475	0.801	2	0
580	14500	0.802	5	98
580	14500	0.802	3	18
580	14500	0.802	2	0
581	14525	0.803	5	98
581	14525	0.803	3	18
581	14525	0.803	2	0
582	14550	0.804	5	98
582	14550	0.804	3	18
582	14550	0.804	2	0
583	14575	0.805	5	98
583	14575	0.805	3	18
583	14575	0.805	2	0
584	14600	0.806	5	98
584	14600	0.806	3	18
584	14600	0.806	2	0
585	14625	0.806	5	98
585	14625	0.806	3	18
585	14625	0.806	2	0
586	14650	0.807	5	98
586	14650	0.807	3	18
586	14650	0.807	2	0
587	14675	0.808	5	98
587	14675	0.808	3	18
587	14675	0.808	2	0
588	14700	0.809	5	98
588	14700	0.809	3	18
588	14700	0.809	2	0
589	14725	0.81	5	98
589	14725	0.81	3	18
589	14725	0.81	2	0
590	14750	0.81	5	98
590	14750	0.81	3	18
590	14750	0.81	2	0
591	14775	0.811	5	98
591	14775	0.811	3	18
591	14775	0.811	2	0
592	14800	0.813	5	98
592	14800	0.813	3	18
592	14800	0.813	2	0
593	14825	0.86	5	98
593	14825	0.86	3	18
593	14825	0.86	2	0
594	14850	0.862	5	98
594	14850	0.862	3	18
594	14850	0.862	2	0
595	14875	0.864	5	98
595	14875	0.864	3	18
595	14875	0.864	2	0
596	14900	0.867	5	98
596	14900	0.867	3	18
596	14900	0.867	2	0
597	14925	0.869	5	98
597	14925	0.869	3	18
597	14925	0.869	2	0
598	14950	0.872	5	98
598	14950	0.872	3	18
598	14950	0.872	2	0
599	14975	0.874	5	98
599	14975	0.874	3	18
599	14975	0.874	2	0
600	15000	0.876	5	98
600	15000	0.876	3	18
600	15000	0.876	2	0
601	15025	0.878	5	98
601	15025	0.878	3	18
601	15025	0.878	2	0
602	15050	0.879	5	98
602	15050	0.879	3	18
602	15050	0.879	2	0
603	15075	0.881	5	98
603	15075	0.881	3	18
603	15075	0.881	2	0
604	15100	0.883	5	98
604	15100	0.883	3	18
604	15100	0.883	2	0
605	15125	0.884	5	98
605	15125	0.884	3	18
605	15125	0.884	2	0
606	15150	0.885	5	98
606	15150	0.885	3	18
606	15150	0.885	2	0
607	15175	0.886	5	98
607	15175	0.886	3	18
607	15175	0.886	2	0
608	15200	0.887	5	98
608	15200	0.887	3	18
608	15200	0.887	2	0
609	15225	0.888	5	98
609	15225	0.888	3	18
609	15225	0.888	2	0
610	15250	0.889	5	98
610	15250	0.889	3	18
610	15250	0.889	2	0
611	15275	0.89	5	98
611	15275	0.89	3	18
611	15275	0.89	2	0
612	15300	0.891	5	98
612	15300	0.891	3	18
612	15300	0.891	2	0
613	15325	0.892	5	98
613	15325	0.892	3	18
613	15325	0.892	2	0
614	15350	0.893	5	98
614	15350	0.893	3	18
614	15350	0.893	2	0
615	15375	0.894	5	98
615	15375	0.894	3	18
615	15375	0.894	2	0
616	15400	0.895	5	98
616	15400	0.895	3	18
616	15400	0.895	2	0
617	15425	0.896	5	98
617	15425	0.896	3	18
617	15425	0.896	2	0
618	15450	0.896	5	98
618	15450	0.896	3	18
618	15450	0.896	2	0
619	15475	0.897	5	98
619	15475	0.897	3	18
619	15475	0.897	2	0
620	15500	0.898	5	98
620	15500	0.898	3	18
620	15500	0.898	2	0
621	15525	0.9	5	98
621	15525	0.9	3	18
621	15525	0.9	2	0
622	15550	0.902	5	98
622	15550	0.902	3	18
622	15550	0.902	2	0
623	15575	0.905	5	98
623	15575	0.905	3	18
623	15575	0.905	2	0
624	15600	0.907	5	98
624	15600	0.907	3	18
624	15600	0.907	2	0
625	15625	0.91	5	98
625	15625	0.91	3	18
625	15625	0.91	2	0
626	15650	0.912	5	98
626	15650	0.912	3	18
626	15650	0.912	2	0
627	15675	0.914	5	98
627	15675	0.914	3	18
627	15675	0.914	2	0
628	15700	0.916	5	98
628	15700	0.916	3	18
628	15700	0.916	2	0
629	15725	0.919	5	98
629	15725	0.919	3	18
629	15725	0.919	2	0
630	15750	0.921	5	98
630	15750	0.921	3	18
630	15750	0.921	2	0
631	15775	0.924	5	98
631	15775	0.924	3	18
631	15775	0.924	2	0
632	15800	0.926	5	98
632	15800	0.926	3	18
632	15800	0.926	2	0
633	15825	0.927	5	98
633	15825	0.927	3	18
633	15825	0.927	2	0
634	15850	0.929	5	98
634	15850	0.929	3	18
634	15850	0.929	2	0
635	15875	0.93	5	98
635	15875	0.93	3	18
635	15875	0.93	2	0
636	15900	0.932	5	98
636	15900	0.932	3	18
636	15900	0.932	2	0
637	15925	0.933	5	98
637	15925	0.933	3	18
637	15925	0.933	2	0
638	15950	0.934	5	98
638	15950	0.934	3	18
638	15950	0.934	2	0
639	15975	0.935	5	98
639	15975	0.935	3	18
639	15975	0.935	2	0
640	16000	0.936	5	98
640	16000	0.936	3	18
640	16000	0.936	2	0
641	16025	0.937	5	98
641	16025	0.937	3	18
641	16025	0.937	2	0
642	16050	0.938	5	98
642	16050	0.938	3	18
642	16050	0.938	2	0
643	16075	0.94	5	98
643	16075	0.94	3	18
643	16075	0.94	2	0
644	16100	0.943	5	98
644	16100	0.943	3	18
644	16100	0.943	2	0
645	16125	0.945	5	98
645	16125	0.945	3	18
645	16125	0.945	2	0
646	16150	0.946	5	98
646	16150	0.946	3	18
646	16150	0.946	2	0
647	16175	0.948	5	98
647	16175	0.948	3	18
647	16175	0.948	2	0
648	16200	0.95	5	98
648	16200	0.95	3	18
648	16200	0.95	2	0
649	16225	0.951	5	98
649	16225	0.951	3	18
649	16225	0.951	2	0
650	16250	0.954	5	98
650	16250	0.954	3	18
650	16250	0.954	2	0
651	16275	0.955	5	98
651	16275	0.955	3	18
651	16275	0.955	2	0
652	16300	0.956	5	98
652	16300	0.956	3	18
652	16300	0.956	2	0
653	16325	0.957	5	98
653	16325	0.957	3	18
653	16325	0.957	2	0
654	16350	0.958	5	98
654	16350	0.958	3	18
654	16350	0.958	2	0
655	16375	0.959	5	98
655	16375	0.959	3	18
655	16375	0.959	2	0
656	16400	0.959	5	98
656	16400	0.959	3	18
656	16400	0.959	2	0
657	16425	0.96	5	98
657	16425	0.96	3	18
657	16425	0.96	2	0
658	16450	0.961	5	98
658	16450	0.961	3	18
658	16450	0.961	2	0
659	16475	0.962	5	98
659	16475	0.962	3	18
659	16475	0.962	2	0
660	16500	0.963	5	98
660	16500	0.963	3	18
660	16500	0.963	2	0
661	16525	0.964	5	98
661	16525	0.964	3	18
661	16525	0.964	2	0
662	16550	0.965	5	98
662	16550	0.965	3	18
662	16550	0.965	2	0
663	16575	0.966	5	98
663	16575	0.966	3	18
663	16575	0.966	2	0
664	16600	0.966	5	98
664	16600	0.966	3	18
664	16600	0.966	2	0
665	16625	0.967	5	98
665	16625	0.967	3	18
665	16625	0.967	2	0
666	16650	0.968	5	98
666	16650	0.968	3	18
666	16650	0.968	2	0
667	16675	0.969	5	98
667	16675	0.969	3	18
667	16675	0.969	2	0
668	16700	0.97	5	98
668	16700	0.97	3	18
668	16700	0.97	2	0
669	16725	0.97	5	98
669	16725	0.97	3	18
669	16725	0.97	2	0
670	16750	0.971	5	98
670	16750	0.971	3	18
670	16750	0.971	2	0
671	16775	0.972	5	98
671	16775	0.972	3	18
671	16775	0.972	2	0
672	16800	0.973	5	98
672	16800	0.973	3	18
672	16800	0.973	2	0
673	16825	0.974	5	98
673	16825	0.974	3	18
673	16825	0.974	2	0
674	16850	0.974	5	98
674	16850	0.974	3	18
674	16850	0.974	2	0
675	16875	0.976	5	98
675	16875	0.976	3	18
675	16875	0.976	2	0
676	16900	0.977	5	98
676	16900	0.977	3	18
676	16900	0.977	2	0
677	16925	0.978	5	98
677	16925	0.978	3	18
677	16925	0.978	2	0
678	16950	0.979	5	98
678	16950	0.979	3	18
678	16950	0.979	2	0
679	16975	0.98	5	98
679	16975	0.98	3	18
679	16975	0.98	2	0
680	17000	0.981	5	98
680	17000	0.981	3	18
680	17000	0.981	2	0
681	17025	0.981	5	98
681	17025	0.981	3	18
681	17025	0.981	2	0
682	17050	0.982	5	98
682	17050	0.982	3	18
682	17050	0.982	2	0
683	17075	0.983	5	98
683	17075	0.983	3	18
683	17075	0.983	2	0
684	17100	0.984	5	98
684	17100	0.984	3	18
684	17100	0.984	2	0
685	17125	0.985	5	98
685	17125	0.985	3	18
685	17125	0.985	2	0
686	17150	0.986	5	98
686	17150	0.986	3	18
686	17150	0.986	2	0
687	17175	0.986	5	98
687	17175	0.986	3	18
687	17175	0.986	2	0
688	17200	0.989	5	98
688	17200	0.989	3	18
688	17200	0.989	2	0
689	17225	0.989	5	98
689	17225	0.989	3	18
689	17225	0.989	2	0
690	17250	0.99	5	98
690	17250	0.99	3	18
690	17250	0.99	2	0
691	17275	0.991	5	98
691	17275	0.991	3	18
691	17275	0.991	2	0
692	17300	0.992	5	98
692	17300	0.992	3	18
692	17300	0.992	2	0
693	17325	0.993	5	98
693	17325	0.993	3	18
693	17325	0.993	2	0
694	17350	0.993	5	98
694	17350	0.993	3	18
694	17350	0.993	2	0
695	17375	0.996	5	98
695	17375	0.996	3	18
695	17375	0.996	2	0
696	17400	0.997	5	98
696	17400	0.997	3	18
696	17400	0.997	2	0
697	17425	0.998	5	98
697	17425	0.998	3	18
697	17425	0.998	2	0
698	17450	0.998	5	98
698	17450	0.998	3	18
698	17450	0.998	2	0
699	17475	0.999	5	98
699	17475	0.999	3	18
699	17475	0.999	2	0
700	17500	1.0	5	98
700	17500	1.0	3	18
700	17500	1.0	2	0
701	17525	1.001	5	98
701	17525	1.001	3	18
701	17525	1.001	2	0
702	17550	1.002	5	98
702	17550	1.002	3	18
702	17550	1.002	2	0
703	17575	1.004	5	98
703	17575	1.004	3	18
703	17575	1.004	2	0
704	17600	1.005	5	98
704	17600	1.005	3	18
704	17600	1.005	2	0
705	17625	1.006	5	98
705	17625	1.006	3	18
705	17625	1.006	2	0
706	17650	1.007	5	98
706	17650	1.007	3	18
706	17650	1.007	2	0
707	17675	1.009	5	98
707	17675	1.009	3	18
707	17675	1.009	2	0
708	17700	1.011	5	98
708	17700	1.011	3	18
708	17700	1.011	2	0
709	17725	1.013	5	98
709	17725	1.013	3	18
709	17725	1.013	2	0
710	17750	1.014	5	98
710	17750	1.014	3	18
710	17750	1.014	2	0
711	17775	1.016	5	98
711	17775	1.016	3	18
711	17775	1.016	2	0
